document_ID,question_ID,question,prediction_ID,prediction_sentence
25,191,What is the problem with general relativity and quantum mechanics?,[189],"Currently, general relativity and quantum mechanics are inconsistent with each other, and efforts are underway to unify the two."
25,192,When did modern chemistry come into existence?,[212],"Modern geology, like modern chemistry, gradually evolved during the 18th and early 19th centuries."
25,193,Who decided that chemistry and alchemy were different?,[190],"Modern chemistry emerged from the sixteenth through the eighteenth centuries through the material practices and theories promoted by alchemy, medicine, manufacturing and mining."
25,194,What book was written by Robert Boyle in 1661?,[191],"A decisive moment came when 'chymistry' was distinguished from alchemy by Robert Boyle in his work The Sceptical Chymist, in 1661; although the alchemical tradition continued for some time after his work."
25,195,What was Antoine Lavoisier's nickname?,[192],"Other important steps included the gravimetric experimental practices of medical chemists like William Cullen, Joseph Black, Torbern Bergman and Pierre Macquer and through the work of Antoine Lavoisier (Father of Modern Chemistry) on oxygen and the law of conservation of mass, which refuted phlogiston theory."
25,196,Which theory did the law of conservation of mass disagree with?,[194],Dalton also formulated the law of mass relationships.
25,197,What scientific act is Friedrich Wohler known for?,[168],"The early modern period is seen as a flowering of the European Renaissance, in what is often known as the Scientific Revolution, viewed as a foundation of modern science."
25,198,What scientific field did Wohler discover?,[238],"Mendel's laws provided the beginnings of the study of genetics, which became a major field of research for both scientific and industrial research."
25,199,Late 19th century is marked by what event?,[289],The end of the 19th century marks the start of psychology as a scientific enterprise.
25,200,Mixing organic chemistry with living organisms created what early form of biochemistry?,[199],"Application of the techniques of organic chemistry to living organisms resulted in physiological chemistry, the precursor to biochemistry."
25,201,Who wrote The Nature of the Chemical Bond?,[201],Linus Pauling's book on The Nature of the Chemical Bond used the principles of quantum mechanics to deduce bond angles in ever-more complicated molecules.
25,202,What was the work of Theophrastus on rocks called?,[205],"Theophrastus' work on rocks, Peri lithōn, remained authoritative for millennia: its interpretation of fossils was not overturned until after the Scientific Revolution."
25,203,When were Theophrastus' ideas about fossils proven false?,[205],"Theophrastus' work on rocks, Peri lithōn, remained authoritative for millennia: its interpretation of fossils was not overturned until after the Scientific Revolution."
25,204,When did Shen Kua live?,[206],Chinese polymath Shen Kua (1031–1095) first formulated hypotheses for the process of land formation.
25,205,What science did Shen Kua observe?,[206],Chinese polymath Shen Kua (1031–1095) first formulated hypotheses for the process of land formation.
25,206,What happened to geology during the Scientific Revolution?,[208],"Geology did not undergo systematic restructuring during the Scientific Revolution, but individual theorists made important contributions."
25,207,What did Robert Hooke study?,[209],"Robert Hooke, for example, formulated a theory of earthquakes, and Nicholas Steno developed the theory of superposition and argued that fossils were the remains of once-living creatures."
25,208,What theory did Nicholas Steno discover?,[209],"Robert Hooke, for example, formulated a theory of earthquakes, and Nicholas Steno developed the theory of superposition and argued that fossils were the remains of once-living creatures."
25,209,What book did Thomas Burnet right in 1681?,[210],"Beginning with Thomas Burnet's Sacred Theory of the Earth in 1681, natural philosophers began to explore the idea that the Earth had changed over time."
25,210,What text did Burnet base his work off of?,[229],Lister's work was based on the important findings by French biologist Louis Pasteur.
25,211,How old did biblical scholars think the Earth was?,[213],"Benoît de Maillet and the Comte de Buffon saw the Earth as much older than the 6,000 years envisioned by biblical scholars."
25,212,Jean-Etienne Guettard and NIcolas Desmarest went to France and recorded what?,[214],Jean-Étienne Guettard and Nicolas Desmarest hiked central France and recorded their observations on some of the first geological maps.
25,213,"In the 18th century, what changed geology drastically?",[212],"Modern geology, like modern chemistry, gradually evolved during the 18th and early 19th centuries."
25,214,What are used to create geological maps?,[217],"The use of index fossils became a powerful tool for making geological maps, because it allowed geologists to correlate the rocks in one locality with those of similar age in other, distant localities."
